report_date,group,producer,brand,tonnes,thou_rub
2023-09-01,Группа 1,Производитель 3,Бренд 16,520.24,781.18
2023-10-01,Группа 1,Производитель 23,Бренд 15,581.84,858.26
2023-11-01,Группа 1,Производитель 6,Бренд 23,437.99,280.25
2023-12-01,Группа 1,Производитель 14,Бренд 12,410.98,761.98
2024-01-01,Группа 1,Производитель 8,Бренд 24,826.95,969.96
2024-02-01,Группа 1,Производитель 17,Бренд 16,755.46,424.44
2024-03-01,Группа 1,Производитель 13,Бренд 4,801.38,805.9
2024-04-01,Группа 1,Производитель 16,Бренд 11,347.53,745.41
2024-05-01,Группа 1,Производитель 17,Бренд 9,763.83,771.64
2024-06-01,Группа 1,Производитель 23,Бренд 1,782.78,444.71
2023-01-01,Группа 1,Производитель 17,Бренд 15,991.36,742.7
2023-02-01,Группа 1,Производитель 14,Бренд 24,797.28,807.47
2023-03-01,Группа 1,Производитель 12,Бренд 23,469.84,902.06
2023-04-01,Группа 1,Производитель 9,Бренд 18,557.88,629.32
2023-05-01,Группа 1,Производитель 15,Бренд 5,391.72,131.23
2023-06-01,Группа 1,Производитель 19,Бренд 4,123.69,497.5
2023-07-01,Группа 1,Производитель 6,Бренд 5,253.97,280.86
2023-08-01,Группа 1,Производитель 5,Бренд 17,664.36,138.45
2023-09-01,Группа 1,Производитель 10,Бренд 1,578.93,839.91
2023-10-01,Группа 1,Производитель 15,Бренд 16,403.87,456.16
2023-11-01,Группа 1,Производитель 12,Бренд 17,648.23,292.25
2023-12-01,Группа 1,Производитель 18,Бренд 3,518.92,889.17
2024-01-01,Группа 1,Производитель 13,Бренд 19,439.17,955.86
2024-02-01,Группа 1,Производитель 14,Бренд 8,543.41,689.99
2024-03-01,Группа 1,Производитель 5,Бренд 1,320.52,916.01
2024-04-01,Группа 1,Производитель 21,Бренд 1,518.12,448.83
2024-05-01,Группа 1,Производитель 7,Бренд 1,581.65,754.02
2024-06-01,Группа 1,Производитель 4,Бренд 10,222.83,710.85
2023-01-01,Группа 1,Производитель 5,Бренд 19,354.08,411.14
2023-02-01,Группа 1,Производитель 20,Бренд 20,893.17,273.05
2023-03-01,Группа 1,Производитель 12,Бренд 13,632.34,561.44
2023-04-01,Группа 1,Производитель 23,Бренд 6,409.9,290.57
2023-05-01,Группа 1,Производитель 10,Бренд 7,123.85,651.25
2023-06-01,Группа 1,Производитель 21,Бренд 14,347.64,395.69
2023-07-01,Группа 1,Производитель 24,Бренд 14,199.17,128.14
2023-08-01,Группа 1,Производитель 10,Бренд 4,951.36,611.61
2023-09-01,Группа 1,Производитель 8,Бренд 9,559.92,870.64
2023-10-01,Группа 1,Производитель 4,Бренд 15,142.47,641.03
2023-11-01,Группа 1,Производитель 16,Бренд 19,615.78,472.87
2023-12-01,Группа 1,Производитель 15,Бренд 10,608.41,457.35
2024-01-01,Группа 1,Производитель 3,Бренд 22,462.47,286.8
2024-02-01,Группа 1,Производитель 7,Бренд 7,642.87,743.64
2024-03-01,Группа 1,Производитель 5,Бренд 1,874.98,513.19
2024-04-01,Группа 1,Производитель 17,Бренд 19,257.87,352.66
2024-05-01,Группа 1,Производитель 5,Бренд 18,215.84,650.09
2024-06-01,Группа 1,Производитель 8,Бренд 7,666.39,365.55
2023-01-01,Группа 1,Производитель 20,Бренд 19,598.18,462.48
2023-02-01,Группа 1,Производитель 18,Бренд 19,808.16,399.96
2023-03-01,Группа 1,Производитель 11,Бренд 7,754.37,100.44
2023-04-01,Группа 1,Производитель 10,Бренд 8,885.07,915.28
2023-05-01,Группа 1,Производитель 15,Бренд 17,913.08,278.68
2023-06-01,Группа 1,Производитель 12,Бренд 8,729.75,535.39
2023-07-01,Группа 1,Производитель 20,Бренд 10,433.65,173.64
2023-08-01,Группа 1,Производитель 22,Бренд 14,374.59,832.5
2023-09-01,Группа 1,Производитель 9,Бренд 8,199.91,148.03
2023-10-01,Группа 1,Производитель 10,Бренд 11,225.39,119.42
2023-11-01,Группа 1,Производитель 17,Бренд 14,902.08,725.02
2023-12-01,Группа 1,Производитель 2,Бренд 2,109.82,512.3
2024-01-01,Группа 1,Производитель 20,Бренд 19,786.2,715.17
2024-02-01,Группа 1,Производитель 24,Бренд 4,623.89,191.43
2024-03-01,Группа 1,Производитель 1,Бренд 22,324.8,114.29
2024-04-01,Группа 1,Производитель 4,Бренд 17,155.98,806.04
2024-05-01,Группа 1,Производитель 2,Бренд 22,515.88,767.02
2024-06-01,Группа 1,Производитель 8,Бренд 18,796.05,348.45
2023-01-01,Группа 1,Производитель 11,Бренд 4,366.57,366.45
2023-02-01,Группа 1,Производитель 19,Бренд 19,135.27,440.16
2023-03-01,Группа 1,Производитель 19,Бренд 17,466.37,157.37
2023-04-01,Группа 1,Производитель 1,Бренд 2,803.42,532.78
2023-05-01,Группа 1,Производитель 4,Бренд 14,588.88,735.86
2023-06-01,Группа 1,Производитель 19,Бренд 16,916.68,391.76
2023-07-01,Группа 1,Производитель 3,Бренд 19,474.32,616.33
2023-08-01,Группа 1,Производитель 12,Бренд 1,517.89,371.59
2023-09-01,Группа 1,Производитель 13,Бренд 20,993.23,449.58
2023-10-01,Группа 1,Производитель 17,Бренд 8,734.27,248.32
2023-11-01,Группа 1,Производитель 12,Бренд 3,344.76,576.89
2023-12-01,Группа 1,Производитель 9,Бренд 18,954.41,362.97
2024-02-01,Группа 1,Производитель 21,Бренд 17,333.59,313.54
2024-03-01,Группа 1,Производитель 8,Бренд 23,109.03,960.1
2024-04-01,Группа 1,Производитель 22,Бренд 6,604.01,951.93
2023-01-01,Группа 1,Производитель 23,Бренд 7,361.64,967.38
2023-02-01,Группа 1,Производитель 7,Бренд 10,530.65,132.23
2023-03-01,Группа 1,Производитель 22,Бренд 13,331.7,527.65
2023-04-01,Группа 1,Производитель 3,Бренд 2,687.26,640.24
2023-05-01,Группа 1,Производитель 16,Бренд 3,548.34,673.22
2023-06-01,Группа 1,Производитель 21,Бренд 23,409.79,236.98
2023-07-01,Группа 1,Производитель 9,Бренд 16,618.21,782.63
2023-08-01,Группа 1,Производитель 11,Бренд 15,675.24,198.35
2023-09-01,Группа 1,Производитель 3,Бренд 5,842.55,198.99
2023-10-01,Группа 1,Производитель 23,Бренд 16,603.75,176.92
2023-11-01,Группа 1,Производитель 2,Бренд 7,164.05,442.93
2023-12-01,Группа 1,Производитель 24,Бренд 11,618.39,890.26
2024-01-01,Группа 1,Производитель 7,Бренд 1,147.43,332.32
2024-02-01,Группа 1,Производитель 14,Бренд 9,512.14,393.0
2024-03-01,Группа 1,Производитель 18,Бренд 12,766.34,444.12
2024-04-01,Группа 1,Производитель 13,Бренд 6,274.88,172.63
2024-05-01,Группа 1,Производитель 7,Бренд 18,402.06,485.31
2024-06-01,Группа 1,Производитель 23,Бренд 6,872.75,789.81
2023-01-01,Группа 1,Производитель 7,Бренд 14,303.28,873.74
2023-02-01,Группа 1,Производитель 12,Бренд 10,230.57,512.89
2023-03-01,Группа 1,Производитель 13,Бренд 11,732.56,140.85
2023-04-01,Группа 1,Производитель 6,Бренд 20,565.3,828.57
2023-05-01,Группа 1,Производитель 19,Бренд 2,427.99,942.04
2023-06-01,Группа 1,Производитель 21,Бренд 4,531.01,162.27
2023-07-01,Группа 1,Производитель 24,Бренд 1,432.28,743.66
2023-09-01,Группа 1,Производитель 20,Бренд 23,307.39,656.99
2023-01-01,Группа 1,Производитель 24,Бренд 17,601.75,507.19
2023-02-01,Группа 1,Производитель 16,Бренд 1,115.46,229.43
2023-03-01,Группа 1,Производитель 14,Бренд 11,595.05,550.2
2023-04-01,Группа 1,Производитель 21,Бренд 24,327.44,975.94
2023-05-01,Группа 1,Производитель 16,Бренд 14,238.19,644.15
2023-06-01,Группа 1,Производитель 21,Бренд 20,661.62,805.52
2023-07-01,Группа 1,Производитель 9,Бренд 20,434.75,949.11
2023-08-01,Группа 1,Производитель 4,Бренд 20,327.43,988.92
2023-09-01,Группа 1,Производитель 4,Бренд 15,809.96,135.49
2023-10-01,Группа 1,Производитель 24,Бренд 19,455.75,536.44
2023-11-01,Группа 1,Производитель 16,Бренд 9,193.11,505.59
2023-12-01,Группа 1,Производитель 23,Бренд 18,227.05,672.43
2024-01-01,Группа 1,Производитель 4,Бренд 14,352.42,851.31
2024-02-01,Группа 1,Производитель 16,Бренд 23,511.2,803.77
2024-03-01,Группа 1,Производитель 22,Бренд 1,733.01,167.5
2024-04-01,Группа 1,Производитель 24,Бренд 4,727.21,230.18
2024-05-01,Группа 1,Производитель 4,Бренд 21,372.38,649.87
2024-06-01,Группа 1,Производитель 4,Бренд 18,335.61,334.63
2023-01-01,Группа 1,Производитель 17,Бренд 20,919.94,314.18
2023-02-01,Группа 1,Производитель 10,Бренд 2,481.98,549.58
2023-03-01,Группа 1,Производитель 2,Бренд 7,396.49,308.2
2023-04-01,Группа 1,Производитель 21,Бренд 9,708.19,128.95
2023-05-01,Группа 1,Производитель 17,Бренд 6,256.54,393.15
2023-06-01,Группа 1,Производитель 9,Бренд 18,139.74,860.44
2023-07-01,Группа 1,Производитель 5,Бренд 11,191.77,921.14
2023-08-01,Группа 1,Производитель 15,Бренд 14,110.56,529.43
2023-09-01,Группа 1,Производитель 16,Бренд 23,666.76,903.66
2023-10-01,Группа 1,Производитель 8,Бренд 13,979.56,863.11
2023-11-01,Группа 1,Производитель 21,Бренд 18,454.9,395.03
2023-12-01,Группа 1,Производитель 22,Бренд 2,798.04,711.14
2024-01-01,Группа 1,Производитель 1,Бренд 9,600.73,534.35
2024-02-01,Группа 1,Производитель 23,Бренд 18,536.86,172.03
2024-03-01,Группа 1,Производитель 9,Бренд 13,825.52,845.91
2024-04-01,Группа 1,Производитель 8,Бренд 5,150.28,208.15
2024-05-01,Группа 1,Производитель 4,Бренд 3,305.1,683.16
2024-06-01,Группа 1,Производитель 10,Бренд 13,148.16,521.68
2023-01-01,Группа 1,Производитель 7,Бренд 8,115.59,578.47
2023-02-01,Группа 1,Производитель 8,Бренд 24,495.98,869.33
2023-03-01,Группа 1,Производитель 9,Бренд 14,605.0,139.36
2023-04-01,Группа 1,Производитель 15,Бренд 12,887.41,951.11
2023-05-01,Группа 1,Производитель 24,Бренд 7,255.81,396.91
2023-06-01,Группа 1,Производитель 10,Бренд 17,600.74,851.3
2023-07-01,Группа 1,Производитель 9,Бренд 13,569.41,258.41
2023-08-01,Группа 1,Производитель 2,Бренд 10,728.66,885.36
2023-09-01,Группа 1,Производитель 17,Бренд 7,888.63,680.32
2023-10-01,Группа 1,Производитель 12,Бренд 16,691.32,841.0
2023-11-01,Группа 1,Производитель 7,Бренд 9,464.01,736.72
2023-12-01,Группа 1,Производитель 13,Бренд 3,635.34,503.8
2024-01-01,Группа 1,Производитель 6,Бренд 10,832.25,970.8
2024-02-01,Группа 1,Производитель 18,Бренд 3,175.45,875.81
2024-03-01,Группа 1,Производитель 10,Бренд 15,666.3,144.4
2024-04-01,Группа 1,Производитель 9,Бренд 4,356.75,132.68
2024-05-01,Группа 1,Производитель 15,Бренд 5,585.22,412.66
2024-06-01,Группа 1,Производитель 22,Бренд 17,581.11,682.95
2023-01-01,Группа 1,Производитель 15,Бренд 12,680.84,123.18
2023-02-01,Группа 1,Производитель 9,Бренд 5,442.04,423.28
2023-03-01,Группа 1,Производитель 10,Бренд 4,275.73,618.96
2023-04-01,Группа 1,Производитель 15,Бренд 5,202.14,347.12
2023-05-01,Группа 1,Производитель 5,Бренд 12,425.38,770.05
2023-06-01,Группа 1,Производитель 22,Бренд 16,984.38,119.1
2023-07-01,Группа 1,Производитель 20,Бренд 12,951.02,362.7
2023-08-01,Группа 1,Производитель 5,Бренд 8,956.25,794.28
2023-09-01,Группа 1,Производитель 14,Бренд 19,656.56,756.83
2023-10-01,Группа 1,Производитель 2,Бренд 15,427.48,244.8
2023-11-01,Группа 1,Производитель 15,Бренд 12,720.79,317.05
2023-12-01,Группа 1,Производитель 2,Бренд 4,526.83,716.01
2024-01-01,Группа 1,Производитель 18,Бренд 6,163.46,200.38
2024-02-01,Группа 1,Производитель 2,Бренд 3,162.84,418.79
2024-03-01,Группа 1,Производитель 6,Бренд 18,282.59,643.29
2024-04-01,Группа 1,Производитель 4,Бренд 13,106.85,695.45
2024-05-01,Группа 1,Производитель 23,Бренд 21,545.06,556.86
2024-06-01,Группа 1,Производитель 2,Бренд 6,489.4,712.53
2023-01-01,Группа 1,Производитель 19,Бренд 7,921.75,684.57
2023-02-01,Группа 1,Производитель 21,Бренд 5,430.43,509.18
2023-03-01,Группа 1,Производитель 20,Бренд 19,288.97,648.16
2023-04-01,Группа 1,Производитель 22,Бренд 2,779.31,725.39
2023-05-01,Группа 1,Производитель 18,Бренд 22,304.32,775.51
2023-06-01,Группа 1,Производитель 1,Бренд 23,489.2,554.44
2023-07-01,Группа 1,Производитель 5,Бренд 10,740.55,357.42
2023-08-01,Группа 1,Производитель 14,Бренд 14,740.13,642.19
2023-09-01,Группа 1,Производитель 16,Бренд 1,186.05,337.26
2023-10-01,Группа 1,Производитель 16,Бренд 17,127.95,290.05
2023-11-01,Группа 1,Производитель 6,Бренд 19,212.3,534.99
2023-12-01,Группа 1,Производитель 16,Бренд 22,288.58,604.86
2024-01-01,Группа 1,Производитель 13,Бренд 12,866.3,759.46
2024-02-01,Группа 1,Производитель 9,Бренд 24,558.14,176.51
2024-03-01,Группа 1,Производитель 22,Бренд 15,844.43,377.58
2024-04-01,Группа 1,Производитель 17,Бренд 17,530.66,843.4
2024-05-01,Группа 1,Производитель 13,Бренд 17,609.21,638.25
2024-06-01,Группа 1,Производитель 2,Бренд 24,315.83,144.51
2023-01-01,Группа 1,Производитель 2,Бренд 6,522.5,684.26
2023-02-01,Группа 1,Производитель 21,Бренд 13,436.41,102.2
2023-03-01,Группа 1,Производитель 18,Бренд 4,937.67,882.42
2023-04-01,Группа 1,Производитель 23,Бренд 10,906.75,667.78
2023-05-01,Группа 1,Производитель 24,Бренд 16,447.98,566.98
2023-06-01,Группа 1,Производитель 24,Бренд 5,822.69,948.08
2023-07-01,Группа 1,Производитель 19,Бренд 4,307.85,520.24
2023-08-01,Группа 1,Производитель 16,Бренд 10,547.98,138.95
2023-09-01,Группа 1,Производитель 16,Бренд 20,936.03,731.27
2023-10-01,Группа 1,Производитель 14,Бренд 15,932.03,870.79
2023-11-01,Группа 1,Производитель 2,Бренд 12,349.13,968.69
2023-12-01,Группа 1,Производитель 6,Бренд 9,690.56,338.37
2024-01-01,Группа 1,Производитель 7,Бренд 5,292.37,545.47
2024-02-01,Группа 1,Производитель 20,Бренд 23,853.67,363.37
2024-03-01,Группа 1,Производитель 2,Бренд 15,669.66,905.38
2024-04-01,Группа 1,Производитель 12,Бренд 3,839.84,544.18
2024-05-01,Группа 1,Производитель 10,Бренд 12,915.19,772.41
2024-06-01,Группа 1,Производитель 14,Бренд 23,564.89,273.52
2023-01-01,Группа 1,Производитель 16,Бренд 18,136.07,903.86
2023-02-01,Группа 1,Производитель 6,Бренд 14,878.12,554.25
2023-03-01,Группа 1,Производитель 20,Бренд 10,979.67,612.03
2023-04-01,Группа 1,Производитель 13,Бренд 9,905.4,758.71
2023-05-01,Группа 1,Производитель 10,Бренд 23,425.41,285.35
2023-06-01,Группа 1,Производитель 13,Бренд 6,484.29,753.1
2023-07-01,Группа 1,Производитель 9,Бренд 8,823.57,848.44
2023-08-01,Группа 1,Производитель 19,Бренд 3,655.23,156.58
2023-09-01,Группа 1,Производитель 5,Бренд 13,636.23,778.74
2023-10-01,Группа 1,Производитель 1,Бренд 3,585.16,433.06
2023-11-01,Группа 1,Производитель 2,Бренд 15,277.83,931.5
2023-12-01,Группа 1,Производитель 5,Бренд 1,319.98,968.43
2024-01-01,Группа 1,Производитель 17,Бренд 3,772.37,765.93
2024-02-01,Группа 1,Производитель 8,Бренд 7,798.33,803.3
2024-03-01,Группа 1,Производитель 11,Бренд 19,404.53,540.99
2024-04-01,Группа 1,Производитель 11,Бренд 21,465.94,654.77
2024-05-01,Группа 1,Производитель 14,Бренд 8,790.27,464.4
2024-06-01,Группа 1,Производитель 17,Бренд 3,951.69,815.86
2023-01-01,Группа 1,Производитель 17,Бренд 5,626.21,827.01
2023-02-01,Группа 1,Производитель 16,Бренд 1,129.88,555.19
2023-03-01,Группа 1,Производитель 10,Бренд 1,742.1,816.84
2023-04-01,Группа 1,Производитель 12,Бренд 13,238.87,922.74
2023-05-01,Группа 1,Производитель 21,Бренд 16,624.86,616.13
2023-06-01,Группа 1,Производитель 14,Бренд 9,261.73,693.84
2023-07-01,Группа 1,Производитель 12,Бренд 1,212.29,720.57
2023-08-01,Группа 1,Производитель 1,Бренд 9,383.91,698.24
2023-09-01,Группа 1,Производитель 13,Бренд 18,981.18,105.32
2023-10-01,Группа 1,Производитель 22,Бренд 1,203.55,990.8
2023-11-01,Группа 1,Производитель 20,Бренд 8,824.58,467.65
2023-12-01,Группа 1,Производитель 15,Бренд 11,993.63,149.85
2024-01-01,Группа 1,Производитель 8,Бренд 6,921.02,259.16
2024-02-01,Группа 1,Производитель 2,Бренд 10,973.33,541.58
2024-03-01,Группа 1,Производитель 18,Бренд 15,187.48,669.85
2024-04-01,Группа 1,Производитель 22,Бренд 24,956.46,854.1
2024-05-01,Группа 1,Производитель 7,Бренд 11,878.7,421.31
2024-06-01,Группа 1,Производитель 21,Бренд 24,207.91,627.06
2023-01-01,Группа 1,Производитель 19,Бренд 10,819.35,726.55
2023-02-01,Группа 1,Производитель 2,Бренд 10,570.33,809.62
2023-03-01,Группа 1,Производитель 15,Бренд 2,365.11,990.85
2023-04-01,Группа 1,Производитель 11,Бренд 23,843.35,204.07
2023-05-01,Группа 1,Производитель 23,Бренд 24,726.58,328.12
2023-06-01,Группа 1,Производитель 21,Бренд 14,733.09,230.49
2023-07-01,Группа 1,Производитель 12,Бренд 15,877.81,630.41
2023-08-01,Группа 1,Производитель 23,Бренд 5,952.05,615.99
2023-09-01,Группа 1,Производитель 18,Бренд 4,743.84,433.18
2023-10-01,Группа 1,Производитель 12,Бренд 24,299.02,328.65
2023-11-01,Группа 1,Производитель 2,Бренд 11,641.41,639.23
2023-12-01,Группа 1,Производитель 23,Бренд 10,861.17,800.98
2024-01-01,Группа 1,Производитель 18,Бренд 20,304.39,625.33
2024-02-01,Группа 1,Производитель 5,Бренд 12,448.25,794.26
2024-03-01,Группа 1,Производитель 13,Бренд 18,102.15,314.52
2024-04-01,Группа 1,Производитель 7,Бренд 17,420.44,785.06
2024-05-01,Группа 1,Производитель 6,Бренд 7,109.75,605.34
2024-06-01,Группа 1,Производитель 2,Бренд 6,998.48,228.29
2023-01-01,Группа 1,Производитель 20,Бренд 12,482.61,509.82
2023-02-01,Группа 1,Производитель 5,Бренд 12,352.19,614.86
2023-03-01,Группа 1,Производитель 5,Бренд 22,512.1,211.54
2023-04-01,Группа 1,Производитель 19,Бренд 6,656.49,766.13
2023-05-01,Группа 1,Производитель 13,Бренд 18,484.28,781.89
2023-06-01,Группа 1,Производитель 3,Бренд 6,911.95,486.1
2023-07-01,Группа 1,Производитель 16,Бренд 6,859.51,832.74
2023-08-01,Группа 1,Производитель 13,Бренд 9,974.65,654.2
2023-09-01,Группа 1,Производитель 3,Бренд 17,361.4,644.7
2023-10-01,Группа 1,Производитель 20,Бренд 22,343.11,174.84
2023-11-01,Группа 1,Производитель 14,Бренд 11,759.99,213.27
2023-12-01,Группа 1,Производитель 21,Бренд 16,498.1,785.57
2024-01-01,Группа 1,Производитель 3,Бренд 21,403.09,258.4
2024-02-01,Группа 1,Производитель 7,Бренд 10,734.37,694.76
2024-03-01,Группа 1,Производитель 22,Бренд 11,357.04,740.61
2024-04-01,Группа 1,Производитель 24,Бренд 9,704.02,753.25
2024-05-01,Группа 1,Производитель 6,Бренд 14,626.38,326.13
2024-06-01,Группа 1,Производитель 5,Бренд 10,488.16,299.98
2023-01-01,Группа 1,Производитель 14,Бренд 12,409.46,544.87
2023-02-01,Группа 1,Производитель 11,Бренд 4,308.96,127.27
2023-03-01,Группа 1,Производитель 23,Бренд 5,123.34,928.57
2023-04-01,Группа 1,Производитель 24,Бренд 22,137.8,143.45
2023-05-01,Группа 1,Производитель 11,Бренд 15,133.29,784.16
2023-06-01,Группа 1,Производитель 15,Бренд 9,876.19,694.76
2023-07-01,Группа 1,Производитель 1,Бренд 2,771.23,686.33
2023-08-01,Группа 1,Производитель 5,Бренд 12,121.37,702.95
2023-09-01,Группа 1,Производитель 10,Бренд 17,249.37,325.65
2023-10-01,Группа 1,Производитель 10,Бренд 3,241.25,584.49
2023-11-01,Группа 1,Производитель 15,Бренд 2,825.51,537.59
2023-12-01,Группа 1,Производитель 8,Бренд 22,209.53,586.06
2024-01-01,Группа 1,Производитель 13,Бренд 12,186.65,859.98
2024-02-01,Группа 1,Производитель 8,Бренд 13,471.42,535.34
2024-03-01,Группа 1,Производитель 24,Бренд 22,708.73,117.92
2024-04-01,Группа 1,Производитель 5,Бренд 24,660.47,861.15
2024-05-01,Группа 1,Производитель 3,Бренд 4,822.22,430.59
2024-06-01,Группа 1,Производитель 11,Бренд 3,873.12,970.6
2023-01-01,Группа 1,Производитель 3,Бренд 16,387.73,346.02
2023-02-01,Группа 1,Производитель 16,Бренд 7,775.6,734.23
2023-03-01,Группа 1,Производитель 10,Бренд 1,970.15,858.47
2023-04-01,Группа 1,Производитель 8,Бренд 15,737.58,486.93
2023-05-01,Группа 1,Производитель 11,Бренд 23,850.95,794.4
2023-06-01,Группа 1,Производитель 13,Бренд 10,869.8,713.0
2023-07-01,Группа 1,Производитель 20,Бренд 3,132.19,631.14
2023-08-01,Группа 1,Производитель 21,Бренд 20,807.5,663.51
2023-09-01,Группа 1,Производитель 5,Бренд 12,319.0,126.29
2023-10-01,Группа 1,Производитель 10,Бренд 15,249.11,213.01
2023-11-01,Группа 1,Производитель 1,Бренд 18,205.15,470.38
2023-12-01,Группа 1,Производитель 5,Бренд 21,548.89,822.37
2024-01-01,Группа 1,Производитель 17,Бренд 4,625.86,117.92
2024-02-01,Группа 1,Производитель 4,Бренд 20,983.73,137.54
2024-03-01,Группа 1,Производитель 11,Бренд 21,941.78,125.49
2024-04-01,Группа 1,Производитель 4,Бренд 1,344.57,875.44
2024-05-01,Группа 1,Производитель 1,Бренд 2,736.07,930.63
2024-06-01,Группа 1,Производитель 11,Бренд 23,667.86,111.68
2023-01-01,Группа 1,Производитель 23,Бренд 20,113.91,510.88
2023-02-01,Группа 1,Производитель 5,Бренд 4,926.81,572.2
2023-03-01,Группа 1,Производитель 2,Бренд 24,373.53,706.33
2023-04-01,Группа 1,Производитель 10,Бренд 9,343.38,506.52
2023-05-01,Группа 1,Производитель 12,Бренд 13,987.19,130.35
2023-06-01,Группа 1,Производитель 2,Бренд 13,961.67,556.75
2023-07-01,Группа 1,Производитель 9,Бренд 2,760.09,496.49
2023-08-01,Группа 1,Производитель 19,Бренд 22,377.09,247.61
2023-09-01,Группа 1,Производитель 23,Бренд 14,275.25,847.29
2023-10-01,Группа 1,Производитель 2,Бренд 8,100.13,640.44
2023-11-01,Группа 1,Производитель 11,Бренд 13,583.7,685.86
2023-12-01,Группа 1,Производитель 7,Бренд 1,887.68,327.34
2024-01-01,Группа 1,Производитель 6,Бренд 16,497.19,116.43
2024-02-01,Группа 1,Производитель 15,Бренд 3,964.52,394.63
2024-03-01,Группа 1,Производитель 21,Бренд 13,116.92,952.07
2024-04-01,Группа 1,Производитель 12,Бренд 20,588.21,879.46
2024-05-01,Группа 1,Производитель 13,Бренд 14,317.9,312.42
2024-06-01,Группа 1,Производитель 7,Бренд 5,359.95,309.24
2023-01-01,Группа 1,Производитель 4,Бренд 6,936.97,844.71
2023-02-01,Группа 1,Производитель 6,Бренд 17,715.52,853.12
2023-03-01,Группа 1,Производитель 4,Бренд 16,775.61,102.04
2023-04-01,Группа 1,Производитель 24,Бренд 17,247.74,683.29
2023-05-01,Группа 1,Производитель 15,Бренд 21,144.96,515.32
2023-06-01,Группа 1,Производитель 4,Бренд 23,302.76,875.03
2023-07-01,Группа 1,Производитель 2,Бренд 20,541.32,730.87
2023-08-01,Группа 1,Производитель 21,Бренд 24,317.82,199.02
2023-09-01,Группа 1,Производитель 9,Бренд 3,636.18,789.26
2023-10-01,Группа 1,Производитель 3,Бренд 6,548.15,191.63
2023-11-01,Группа 1,Производитель 17,Бренд 18,986.74,476.64
2023-12-01,Группа 1,Производитель 4,Бренд 21,817.73,152.9
2024-01-01,Группа 1,Производитель 18,Бренд 3,512.48,216.53
2024-02-01,Группа 1,Производитель 6,Бренд 10,402.54,427.63
2024-03-01,Группа 1,Производитель 16,Бренд 9,285.48,527.26
2024-04-01,Группа 1,Производитель 24,Бренд 6,830.69,645.13
2024-05-01,Группа 1,Производитель 4,Бренд 5,602.98,679.34
2024-06-01,Группа 1,Производитель 19,Бренд 9,855.57,471.61
2023-01-01,Группа 1,Производитель 1,Бренд 16,172.44,430.5
2023-02-01,Группа 1,Производитель 6,Бренд 5,758.97,590.77
2023-03-01,Группа 1,Производитель 16,Бренд 2,214.43,146.53
2023-04-01,Группа 1,Производитель 5,Бренд 24,317.88,600.18
2023-05-01,Группа 1,Производитель 10,Бренд 13,553.61,978.92
2023-06-01,Группа 1,Производитель 20,Бренд 1,142.05,447.48
2023-07-01,Группа 1,Производитель 14,Бренд 21,653.77,194.94
2023-08-01,Группа 1,Производитель 20,Бренд 21,637.79,807.3
2023-09-01,Группа 1,Производитель 4,Бренд 17,253.85,342.43
2023-10-01,Группа 1,Производитель 6,Бренд 17,268.61,629.96
2023-11-01,Группа 1,Производитель 4,Бренд 13,826.42,905.11
2023-12-01,Группа 1,Производитель 20,Бренд 14,939.64,104.56
2024-01-01,Группа 1,Производитель 4,Бренд 10,889.98,117.14
2024-02-01,Группа 1,Производитель 21,Бренд 6,675.92,555.81
2024-03-01,Группа 1,Производитель 18,Бренд 22,692.29,194.65
2024-04-01,Группа 1,Производитель 10,Бренд 8,906.61,549.19
2024-05-01,Группа 1,Производитель 5,Бренд 10,664.44,673.38
2024-06-01,Группа 1,Производитель 20,Бренд 23,605.99,474.42
2023-01-01,Группа 1,Производитель 6,Бренд 12,223.28,148.25
2023-02-01,Группа 1,Производитель 22,Бренд 20,227.11,568.07
2023-03-01,Группа 1,Производитель 20,Бренд 12,172.53,142.54
2023-04-01,Группа 1,Производитель 22,Бренд 3,312.63,721.07
2023-05-01,Группа 1,Производитель 9,Бренд 19,692.77,398.91
2023-06-01,Группа 1,Производитель 17,Бренд 11,711.69,520.6
2023-07-01,Группа 1,Производитель 20,Бренд 18,393.87,427.18
2023-08-01,Группа 1,Производитель 2,Бренд 23,492.79,840.69
2023-09-01,Группа 1,Производитель 13,Бренд 18,143.64,814.09
2023-10-01,Группа 1,Производитель 16,Бренд 1,225.77,627.7
2023-11-01,Группа 1,Производитель 14,Бренд 11,594.52,303.57
2023-12-01,Группа 1,Производитель 9,Бренд 13,170.9,427.06
2024-01-01,Группа 1,Производитель 9,Бренд 19,746.79,234.57
2024-02-01,Группа 1,Производитель 2,Бренд 18,508.15,417.05
2024-03-01,Группа 1,Производитель 12,Бренд 6,209.95,984.0
2024-04-01,Группа 1,Производитель 24,Бренд 7,660.99,676.66
2024-05-01,Группа 1,Производитель 10,Бренд 10,707.24,606.78
2024-06-01,Группа 1,Производитель 9,Бренд 10,356.01,916.51
2023-01-01,Группа 1,Производитель 14,Бренд 21,601.02,717.3
2023-02-01,Группа 1,Производитель 24,Бренд 23,724.31,515.34
2023-03-01,Группа 1,Производитель 22,Бренд 14,205.69,293.07
2023-04-01,Группа 1,Производитель 7,Бренд 15,930.35,342.0
2023-05-01,Группа 1,Производитель 15,Бренд 9,467.43,347.3
2023-06-01,Группа 1,Производитель 7,Бренд 21,634.29,713.08
